driveName,type,diskCapacity,diskMark,rank,price,driveValue,priceperGB,testDate,samples
Patriot P210 128GB,SSD,119.2,2824,4444,64.99,43.46,0.55,2020,20
OCZ 240GB SSD D2CSTK251A20-0240,SSD,223.6,2824,4445,400.89,7.04,1.79,2013,5
FTM56N325H,SSD,238.5,2823,4446,59,47.85,0.25,2019,11
Patriot Burst Elite 120GB,SSD,111.8,2822,4447,17.99,156.89,0.16,2021,40
Micron M500DC 240GB MTFDDAK240MBB,SSD,223.6,2822,4448,,,,2016,5
KINGSTON RBU-SC150S37128GD,SSD,119.2,2821,4449,,,,2015,8
Corsair Force 3,SSD,223.6,2820,4450,,,,2012,72
HFS128G39TND-N210A,SSD,119.2,2820,4451,,,,2016,239
PNY SSD2SC120GC1DH16T2-T,SSD,111.8,2819,4452,,,,2013,11
KINGSTON SHSS37A,SSD,111.8,2819,4453,,,,2015,6
SAMSUNG MZ7WD240HAFV-000,SSD,223.6,2818,4454,,,,2016,10
SAMSUNG MZNTE256HMHP-000H1,SSD,238.5,2816,4455,83.56,33.71,0.35,2014,20
Mushkin Chronos 500GB 7MM MKNSSDCR500GB-7,SSD,465.8,2816,4456,,,,2014,9
M4-CT512 M4-CT512M4SSD2,SSD,476.9,2816,4457,,,,2013,10
LITEONIT LMT-19nmBGA-64G,SSD,59.6,2814,4458,,,,2013,27
KingDian S400 240GB,SSD,223.6,2813,4459,,,,2015,2
SAMSUNG MZNTE512HMJH-000L2,SSD,476.9,2812,4460,,,,2014,14
PNY CS900 480GB,SSD,447.1,2812,4461,,,,2017,4
ShineDisk M667 240G,SSD,223.6,2812,4462,,,,2018,7
BULLDOZER-480GB,SSD,447.1,2811,4463,,,,2020,4
GLOWAY WAR PRO T300 240G,SSD,223.6,2810,4464,,,,2016,12
SAMSUNG MZMTE256HMHP-000L1,SSD,238.5,2809,4465,75,37.46,0.31,2014,15
EZLINK Panzer IV-H 128GB,SSD,119.2,2809,4466,,,,2015,5
TOSHIBA THNSNA240GESK,SSD,223.6,2808,4467,,,,2017,6
SSD2SC120G3LC726B104-370P,SSD,111.8,2808,4468,,,,2014,7
SAMSUNG MZNTD256HAGL-00000,SSD,238.5,2807,4469,81.83,34.31,0.34,2013,6
SSD2SC240G3LC709,SSD,223.6,2807,4470,,,,2014,5
SAMSUNG MZ7PC128HAFU-000L5,SSD,119.2,2807,4471,,,,2013,10
Solid,SSD,119.2,2807,4472,,,,2018,8
V Series SSD 120GB,SSD,111.8,2806,4473,,,,2016,31
KingDian S400 120G,SSD,111.8,2804,4474,,,,2017,6
SanDisk SD5SF2128G1014E,SSD,119.2,2803,4475,,,,2013,14
LITEON CV1-SB128,SSD,119.2,2803,4476,,,,2016,5
Gigaston e SS6200-128GB,SSD,119.2,2803,4477,,,,2016,3
OCZ Vertex 3 90GB,SSD,83.8,2803,4478,,,,2012,6
SAMSUNG MZNTE256HMHP-000,SSD,238.5,2802,4479,,,,2014,50
SAMSUNG MZMTD512HAGL-000MV,SSD,476.9,2802,4480,,,,2013,25
LITEON LCH-128V2S-HP,SSD,119.2,2801,4481,,,,2015,15
DOGFISH SSD 120G,SSD,111.8,2801,4482,,,,2017,9
Micron M510 MTFDDAK256MAZ,SSD,238.5,2801,4483,,,,2014,6
SAMSUNG SSD PM871 mSATA 128GB,SSD,119.2,2797,4484,99.99,27.98,0.84,2016,11
SAMSUNG MZNTE256HMHP-00000,SSD,238.5,2797,4485,125.39,22.31,0.53,2014,74
SSD2SC480G5LC726B104-298,SSD,447.1,2797,4486,,,,2014,6
CT120BX1 00SSD1,SSD,111.8,2797,4487,,,,2015,33
SanDisk SD5SF2128G,SSD,119.2,2797,4488,,,,2013,20
Netac SSD 250GB,SSD,232.9,2797,4489,,,,2020,5
BTO-240GB,SSD,223.6,2796,4490,,,,2020,5
SAMSUNG MZMTD512HAGL-000L1,SSD,476.9,2795,4491,,,,2013,42
SEAGATE ST120FP0021,SSD,111.8,2795,4492,83.55,33.45,0.75,2015,6
SSD9SC12 0GCDA,SSD,111.8,2794,4493,,,,2014,6
KINGSTON SV300S37A 240G,SSD,223.6,2793,4494,,,,2016,12
SSDPR-CL100-120-G2,SSD,111.8,2793,4495,,,,2019,26
Netac SSD 720GB,SSD,670.7,2793,4496,,,,2019,7
FCCT240M500SSD1,SSD,223.6,2792,4497,64.99,42.97,0.29,2015,6
PNY CS1311 120GB SSD,SSD,111.8,2792,4498,76.12,36.68,0.68,2016,72
CT960BX500SSD1,SSD,894.3,2792,4499,99.99,27.92,0.11,2019,95
SAMSUNG SSD PM841 mSATA 256GB,SSD,238.5,2791,4500,,,,2013,9
SAMSUNG MZNTE256HMHP-000L2,SSD,238.5,2791,4501,83.88,33.27,0.35,2014,150
APS-SL3N-240,SSD,223.6,2790,4502,,,,2019,26
PH4-CE240,SSD,223.6,2790,4503,,,,2016,6
BIOSTAR S100-120GB,SSD,111.8,2789,4504,,,,2017,18
Patriot Torch SE,SSD,119.2,2787,4505,,,,2016,7
Mushkin Reactor TC 2TB MKNSSDRE2TB-TC,SSD,1800,2787,4506,,,,2016,1
OWC Mercury Extreme Pro 6G SSD,SSD,111.8,2787,4507,,,,2012,10
ESA3SMD2HSLB120GB,SSD,111.8,2786,4508,,,,2015,17
DREVO X1-240G,SSD,223.6,2784,4509,,,,2016,23
WD easystore 240GB,SSD,223.6,2783,4510,,,,2020,25
SAMSUNG MZ7TE256HMHP-000L1,SSD,238.5,2783,4511,,,,2015,7
Micron M600 MTFDDAK128MBF,SSD,119.2,2777,4512,,,,2015,6
SPCC SSD162,SSD,223.6,2777,4513,,,,2015,9
SK hynix SC311 128GB,SSD,119.2,2776,4514,66.73,41.6,0.56,2017,164
SAMSUNG SSD PM830 mSATA,SSD,119.2,2774,4515,,,,2012,38
ADATA SP610,SSD,119.2,2772,4516,,,,2014,9
RevuAhn 900G 120GB,SSD,111.8,2772,4517,,,,2018,10
SAMSUNG SSD PM851 2.5 7m,SSD,238.5,2772,4518,,,,2014,37
Corsair Force LE SSD,SSD,111.8,2771,4519,,,,2016,20
KINGSTON RBU-SC100S37128GD,SSD,119.2,2770,4520,,,,2014,6
WDC WDS480G2G0A,SSD,447.1,2770,4521,57.16,48.45,0.13,2018,226
Samsung SSD 840 EVO 120GB,SSD,111.8,2769,4522,148.19,18.69,1.33,2013,705
Transcend TSA 480GB,SSD,447.1,2764,4523,,,,2019,4
JAMESDONKEY JD120 120GB,SSD,111.8,2763,4524,,,,2018,19
LITEON IT L8H-128V2G,SSD,119.2,2763,4525,,,,2015,14
SSD2SC120G3LC709B121-490P,SSD,111.8,2762,4526,,,,2014,14
PLEXTOR PX-128S3C,SSD,119.2,2760,4527,208.58,13.23,1.75,2017,25
P3-512,SSD,476.9,2759,4528,,,,2017,23
SAMSUNG MZMTD512HAGL-00000,SSD,476.9,2758,4529,249.95,11.03,0.52,2013,22
SSDPR-CX300-240,SSD,223.6,2758,4530,,,,2018,27
SAMSUNG MZ7TD256HAFV-000L9,SSD,238.5,2757,4531,,,,2013,36
EZLINK CV-6 240GB,SSD,223.6,2757,4532,,,,2016,4
SSD2SC480G1SA754D117-479,SSD,447.1,2756,4533,,,,2015,13
WDC WDS2 40G2G0B,SSD,223.6,2756,4534,,,,2018,12
SAMSUNG MZNTD256HAGL-000,SSD,238.5,2754,4535,,,,2014,13
KINGSTON SUV500MS120G,SSD,111.8,2754,4536,,,,2018,18
SanDisk Z400s M.2 2280 128GB,SSD,119.2,2753,4537,70.9,38.83,0.59,2016,9
PLEXTOR PX-128M6V,SSD,119.2,2753,4538,,,,2015,24
OCZ AGILITY 3 480GB,SSD,447.1,2752,4539,,,,2012,10
LITEON IT LDS-128L9S,SSD,119.2,2751,4540,,,,2015,7
SSD2SC12 0G3LA726B087-370,SSD,111.8,2750,4541,,,,2014,8
Transcend TS128GMSA720,SSD,119.2,2750,4542,205.99,13.35,1.73,2013,5
Patriot Burst,SSD,111.8,2750,4543,,,,2017,267
Transcend TS256GSS TS256GSSD340,SSD,238.5,2749,4544,,,,2014,7
SAMSUNG MZNLN128HCGR-000,SSD,119.2,2749,4545,,,,2015,14
Seagate ST240HM0 00,SSD,223.6,2748,4546,,,,2014,7
SAMSUNG SSD PM84,SSD,238.5,2748,4547,,,,2014,5
SAMSUNG128GB MZ7PC128HAFU,SSD,119,2747,4548,35.02,78.44,0.29,2012,6
SanDisk SD7SB3Q-128G-100,SSD,119.2,2747,4549,,,,2015,5
VisionTek GoDrive 60GB,SSD,55.9,2747,4550,,,,2015,1
OCZ Vertex 450 128GB,SSD,119.2,2747,4551,139.99,19.62,1.17,2013,10
HS-SSD-C100 120G,SSD,111.8,2746,4552,,,,2019,54
Crucial C400-MTFDDAK512M,SSD,476.9,2746,4553,,,,2013,7
EDGE Boost Pro SSD,SSD,447.1,2741,4554,53.31,51.42,0.12,2013,8
Mushkin Chronos 180GB MKNSSDCR180GB,SSD,167.7,2741,4555,114.99,23.84,0.69,2012,42
Transcend TS128GSSD370,SSD,119.2,2740,4556,67.99,40.3,0.57,2014,31
SanDisk SDSSDA120G,SSD,111.8,2739,4557,,,,2015,467
QUMO SSD,SSD,111.8,2739,4558,,,,2014,8
SanDisk SDSSDHII,SSD,894.3,2739,4559,,,,2015,9
TOSHIBA THNSNK128GCS8 128GB,SSD,119.2,2739,4560,,,,2016,5
INTEL SSDSC2BB240G7,SSD,223.6,2739,4561,59,46.42,0.26,2017,6
KINGSTON SVP200S,SSD,223.6,2737,4562,,,,2012,25
LITEONIT LMT-128M3M,SSD,119.2,2736,4563,,,,2014,9
SanDisk SD8SNAT128G1002,SSD,119.2,2736,4564,,,,2016,80
SSD2SC240G3LC709B121-460P,SSD,223.6,2735,4565,,,,2014,86
R5SL240G,SSD,223.6,2735,4566,,,,2018,10
SanDisk SD8SNAT-128G-1006,SSD,119.2,2735,4567,50.48,54.18,0.42,2016,66
SAMSUNG MZNTE256HMHP-000L1,SSD,238.5,2734,4568,,,,2015,5
INDMEM M.2 2280 128GB,SSD,119.2,2733,4569,,,,2020,1
Corsair Force,SSD,111.8,2729,4570,,,,2016,5
Intenso SSD Sat,SSD,238.5,2728,4571,,,,2015,6
V-GEN11SM19AR128SDKM2 128GB,SSD,119.2,2727,4572,,,,2020,1
Avant Client 60GB mSATA,SSD,55.9,2727,4573,,,,2019,1
RTNMB256VBM8EWXL,SSD,238.5,2726,4574,,,,2015,21
AFOX SSD 240GB,SSD,223.6,2724,4575,,,,2018,5
Avant 120GB Client SSD,SSD,111.8,2724,4576,,,,2015,4
HFS128G32TND-N210A,SSD,119.2,2723,4577,,,,2016,37
BSSDseri es 128GB SSD,SSD,119.2,2719,4578,,,,2020,1
OCZ-SOLI D3,SSD,447.1,2719,4579,,,,2013,11
SAMSUNG MZMTE256HMHP-000,SSD,238.5,2719,4580,,,,2014,29
SAMSUNG SSD PM841 mSATA,SSD,238.5,2718,4581,61,44.56,0.26,2014,14
CORSAIR FORCE LX SSD,SSD,119.2,2717,4582,,,,2014,7
Transcend TS256GSSD360S,SSD,238.5,2716,4583,,,,2016,11
GSkill FM-25S3-240GBP3,SSD,223.6,2716,4584,,,,2012,35
SUNEAST SSD SE800 mSATA 1TB,SSD,953.9,2716,4585,,,,2019,2
OCZ AGILITY 3 128GB,SSD,119.2,2715,4586,,,,2017,2
APS-SL3N-480,SSD,447.1,2715,4587,,,,2019,5
Maxsun 128GB A6L,SSD,119.2,2715,4588,,,,2017,4
INTENSO III SSD,SSD,111.8,2714,4589,,,,2016,48
"SAMSUNG SSD PM841 2.5"" 7mm 256GB",SSD,238.5,2714,4590,,,,2013,9
NVMe Amazon Elastic B,SSD,250,2713,4591,,,,2020,11
SanDisk SD6SB1M256G1001,SSD,238.5,2712,4592,,,,2015,13
Corsair Force 3 SSD,SSD,223.6,2711,4593,,,,2012,29
PNY SSD2SC240G726A104,SSD,223.6,2711,4594,,,,2014,12
Fujitsu SSD 128GB,SSD,119.2,2710,4595,966.7,2.8,8.11,2013,20
PLEXTOR PX-128M,SSD,119.2,2709,4596,,,,2013,9
SanDisk SDSSDHII,SSD,111.8,2709,4597,,,,2015,19
SSD2SC240G1SA754D117-459,SSD,223.6,2707,4598,,,,2014,57
OCZ-CACHE-SYNAPSE,SSD,59.6,2706,4599,,,,2013,13
TOSHIBA THNSNK128GVN8,SSD,119.2,2705,4600,,,,2017,22
R5SL120G,SSD,111.8,2705,4601,,,,2018,7
KINGMAX SSD 120GB,SSD,111.8,2704,4602,,,,2012,21
LITEONIT LMT-19nmBGA-64G-DS,SSD,59.6,2703,4603,,,,2013,17
P3-1TB,SSD,953.9,2703,4604,,,,2018,17
KINGSTON SVP200S3480G,SSD,447.1,2702,4605,514.25,5.25,1.15,2012,29
KINGSTON SA400S3,SSD,447.1,2702,4606,,,,2018,22
CHN 25SATAC3 120,SSD,111.8,2701,4607,,,,2019,7
Micron M550 SSD 64GB,SSD,59.6,2701,4608,,,,2016,4
WDC WDS240G1G0A,SSD,223.6,2701,4609,68.89,39.21,0.31,2016,118
SanDisk SSD PLUS 1000GB,SSD,931.5,2700,4610,,,,2018,247
SK hynix SC308 128GB,SSD,119.2,2700,4611,,,,2016,38
SAMSUNG MZMTD256HAGM-000L1,SSD,238.5,2700,4612,69.95,38.6,0.29,2013,29
EDGE SE847-V SSD,SSD,223.6,2700,4613,,,,2017,7
KINGSTON RBUSC180DS37256GH,SSD,238.5,2699,4614,,,,2017,13
GOODRAM CX100,SSD,111.8,2699,4615,,,,2015,37
SAMSUNG MZMPC256,SSD,238.5,2699,4616,,,,2013,5
Intenso SSDIII,SSD,119.2,2697,4617,,,,2019,7
WDC WDS240G2G0A,SSD,223.6,2697,4618,70.79,38.1,0.32,2017,1408
SanDisk SD6SB1M2,SSD,238.5,2695,4619,,,,2013,7
TOSHIBA THNSNH060GBST,SSD,55.9,2695,4620,,,,2014,9
SanDisk SDSA6MM-016G-100,SSD,14.9,2695,4621,,,,2015,7
SanDisk SSD PLUS 2000GB,SSD,1800,2694,4622,,,,2021,8
Hitachi HDC ROCKET SSD 240GB,SSD,223.6,2694,4623,,,,2018,2
OCZ-VERT EX3,SSD,83.8,2693,4624,,,,2012,31
Samsung SSD 840 EVO 250GB mSATA,SSD,232.9,2691,4625,199.99,13.46,0.86,2014,10
Netac SSD 128GB,SSD,118,2688,4626,36.99,72.68,0.31,2015,39
Transcend TS128GSS D370S,SSD,119.2,2688,4627,,,,2015,60
LITEONIT 256GB LAT-256M2S,SSD,238.4,2688,4628,,,,2011,9
TOSHIBA THNSNK128GVN8 M.2 2280 128GB,SSD,119.2,2687,4629,,,,2016,36
SATA3 128GB SSD,SSD,119.2,2686,4630,36.99,72.62,0.31,2020,33
SAMSUNG MZ7TE256HMHP-00000,SSD,238.5,2686,4631,125,21.49,0.52,2014,6
PNY SSD2SC240GD2DH16T-T,SSD,223.6,2685,4632,,,,2014,6
KINGSTON KINGSTON SHFS37A,SSD,111.8,2685,4633,65.95,40.71,0.59,2014,26
KINGSTON SV300S37A120G,SSD,111.8,2685,4634,,,,2012,1341
HS-SSD-E100N 128G,SSD,119.2,2685,4635,,,,2020,5
JAMESDONKEY JD240-LE 240GB,SSD,223.6,2684,4636,,,,2019,8
SAMSUNG MZ7TE256HMHP-000H1,SSD,238.5,2683,4637,145,18.51,0.61,2015,15
SPCC Sol id State,SSD,111.8,2683,4638,,,,2013,161
KINGSTON SV300S37A240G,SSD,111.8,2683,4639,,,,2016,7
aSsmnu gSS D48 0eSirse,SSD,232.9,2682,4640,,,,2013,11
SanDisk SD6SB2M128G1022I,SSD,119.2,2682,4641,,,,2015,13
AXNS381E-256GM-B,SSD,238.5,2682,4642,,,,2014,12
SSD2SC240G1CS1754D117-82,SSD,223.6,2681,4643,,,,2015,12
KINGSTON RBUSNS8180S3128GI,SSD,119.2,2679,4644,,,,2017,29
SAMSUNG SSD PM871 2.5 7m,SSD,119.2,2677,4645,,,,2015,19
Mushkin Triactor 120GB MKNSSDTR120GB,SSD,111.8,2675,4646,45.99,58.16,0.41,2016,6
IM2S3138E-128GM-B,SSD,119.2,2674,4647,,,,2016,26
Samsung SSD 840,SSD,238.5,2674,4648,,,,2012,18
KINGSTON RBU-SC150S3760GD1,SSD,55.9,2674,4649,,,,2016,5
KINGSTON SHSS37A,SSD,223.6,2674,4650,70.99,37.67,0.32,2015,15
LZT-256,SSD,238.5,2674,4651,,,,2012,6
OCZ AGILITY 3 240GB,SSD,223.6,2673,4652,,,,2012,37
INTEL SS DSC2KW120H6,SSD,111.8,2672,4653,,,,2017,5
Transcend TS128GMT S600,SSD,119.2,2672,4654,,,,2015,5
Crucial CT120M500SSD4,SSD,111.8,2671,4655,119,22.45,1.06,2014,9
Mushkin Atlas 240GB MKNSSDAT240GB,SSD,223.6,2669,4656,,,,2013,41
SSD2SC12 0G3LC709B121-460,SSD,111.8,2667,4657,,,,2014,13
SanDisk SD6SB1M-256G-100,SSD,238.5,2667,4658,,,,2014,25
ADATA Premier Pro SP900 128GB,SSD,119.2,2666,4659,177.51,15.02,1.49,2012,117
WDC WDS120G2G0B,SSD,111.8,2666,4660,56.74,46.99,0.51,2018,240
SanDisk SD6SB1M128G1002,SSD,119.2,2666,4661,,,,2014,42
ESA3SMD2ISPT120GB,SSD,111.8,2666,4662,,,,2017,7
TOSHIBA-TR200,SSD,223.6,2664,4663,,,,2017,235
CHN 25SATAS3 256,SSD,238.5,2664,4664,,,,2019,5
PLEXTOR PX-128S1C,SSD,119.2,2664,4665,,,,2017,8
120G SSD,SSD,111.8,2663,4666,52.6,50.63,0.47,2018,6
Transcend TS128GMSA370,SSD,119.2,2662,4667,102.99,25.85,0.86,2014,17
SanDisk SD7UB3Q128G1122,SSD,119.2,2662,4668,,,,2015,9
HFS128G3BTND-N210A,SSD,119.2,2662,4669,,,,2017,27
SanDisk SD6SF1M256G1022I,SSD,238.5,2661,4670,,,,2015,9
ACPI SSD2F-M SSD 240GB,SSD,223.6,2661,4671,,,,2015,2
KINGSTON SHFS37A,SSD,111.8,2661,4672,,,,2015,16
Aireye S1 120GB SSD,SSD,111.8,2660,4673,,,,2016,4
faspeed M3-360G,SSD,335.3,2658,4674,,,,2018,8
Apacer AST280 120GB,SSD,111.8,2657,4675,,,,2017,10
SanDisk SD6SN1M128G1002,SSD,119.2,2655,4676,,,,2014,25
Smartbuy 480GB,SSD,447.1,2655,4677,,,,2015,2
Derler SSD 256G,SSD,236,2653,4678,,,,2015,5
Mushkin Chronos 480GB MKNSSDCR480GB,SSD,447.1,2653,4679,151.99,17.46,0.34,2012,19
SanDisk SD8SMAT-128G-1006,SSD,119.2,2653,4680,,,,2016,18
Patriot Blaze SSD,SSD,223.6,2652,4681,,,,2014,27
LITEON LCH-256V2S-11 2.5,SSD,238.5,2652,4682,,,,2016,5
SanDisk SD8SBAT128G1002,SSD,119.2,2650,4683,,,,2016,16
Kingston HyperX 3K 90GB SH103S390G,SSD,83.7,2650,4684,115.93,22.86,1.39,2012,6
EZCOOL S280 240GB,SSD,223.6,2650,4685,,,,2018,4
HS-SSD-C100,SSD,447.1,2649,4686,,,,2018,6
Transcend SSD320 128GB TS128GSSD320,SSD,119.2,2647,4687,129.99,20.37,1.09,2012,11
TOSHIBA A100,SSD,223.6,2646,4688,,,,2016,40
SAMSUNG MZNTD256HAGL-000L9,SSD,238.5,2644,4689,,,,2014,16
Samsung SSD 840 Series,SSD,232.9,2644,4690,,,,2012,275
BIOSTAR S100-240GB,SSD,238.5,2644,4691,,,,2019,4
SanDisk SDSSDA960G,SSD,894.3,2643,4692,,,,2016,11
BIWIN SSD 120GB,SSD,111.8,2643,4693,,,,2015,10
SPCC SSD162,SSD,111.8,2641,4694,,,,2013,34
FCCT512M4SSD1,SSD,476.9,2640,4695,,,,2014,14
Aireye S1 240GB SSD,SSD,223.6,2638,4696,,,,2016,6
SSD2SC240G1CS1754D117-489,SSD,223.6,2637,4697,,,,2015,44
Q-180,SSD,167.7,2637,4698,,,,2017,15
Transcend TS256GSS D340,SSD,238.5,2636,4699,,,,2014,24
RX550 480GB,SSD,447.1,2636,4700,,,,2018,1
HP SSD S600 240GB,SSD,223.6,2636,4701,,,,2018,26
KINGSTON SUV500120G,SSD,111.8,2636,4702,,,,2018,37
KINGSTON KINGSTON SV300S3,SSD,111.8,2635,4703,,,,2013,379
Palit UVS 120GB,SSD,111.8,2633,4704,,,,2019,1
LITEONIT S100-064,SSD,59.6,2633,4705,,,,2014,7
LITEON IT L8T-64L9G,SSD,55.9,2633,4706,,,,2015,20
BP4 mSATA SSD,SSD,223.6,2631,4707,179.99,14.62,0.8,2014,20
SAMSUNG MZ7TD256HAFV-00000,SSD,238.5,2630,4708,,,,2014,20
Apacer AST680S 240GB,SSD,223.6,2630,4709,,,,2015,5
SanDisk SSD PLUS 480GB,SSD,447.1,2629,4710,59.99,43.83,0.13,2016,489
Mushkin Chronos Deluxe 60GB 7MM MKNSSDCR60GB-DX7,SSD,55.9,2629,4711,,,,2013,7
SSD2SC240G1SA754,SSD,223.6,2627,4712,,,,2014,19
SSD2SC240G3LC763C121S443,SSD,223.6,2626,4713,,,,2015,16
PNY CS1211 480GB SSD 754D117-514,SSD,447.1,2626,4714,,,,2015,6
PNY SSD2SC120GE2DA08B-T,SSD,111.8,2625,4715,,,,2012,35
SanDisk SD6SB1M-128G-100,SSD,119.2,2625,4716,,,,2014,33
Apacer AS610 240GB,HDD,223.6,2625,4717,,,,2018,1
P4-240,SSD,223.6,2625,4718,,,,2019,48
WDC WDS1 20G2G0B,SSD,111.8,2625,4719,,,,2018,11
GeIL ZENITH S3-240GB,SSD,223.6,2623,4720,,,,2014,5
Corsair Force LS SSD,SSD,223.6,2623,4721,,,,2013,17
SSD2SC120G5LC709B121-510,SSD,111.8,2622,4722,,,,2014,30
KINGSTON RBUSC180S3764GJ,SSD,59.6,2622,4723,,,,2018,9
PLEXTOR PX-64M5M,SSD,59.6,2622,4724,150.45,17.43,2.52,2013,27
KINGSTON SQ500S37120G,SSD,111.8,2622,4725,,,,2019,11
SSD2SC480G1CS175,SSD,447.1,2621,4726,,,,2015,8
N580 120GB,SSD,111.8,2621,4727,,,,2019,1
MXSSD3MDSF-120G,SSD,111.8,2620,4728,,,,2013,7
JAJS300M120C,SSD,109.9,2620,4729,,,,2018,7
SSD2SC480G1CS1754D117-53,SSD,447.1,2619,4730,,,,2015,5
KINGSTON RBU-SC100S37240GE,SSD,223.6,2618,4731,,,,2014,59
Intenso SSDIII,SSD,111.8,2617,4732,,,,2019,10
ZTSSD-S11-120G-P,SSD,111.8,2616,4733,,,,2016,8
SSD Smartbuy 120,SSD,111.8,2615,4734,,,,2015,7
KINGSTON RBU-SNS8152S3128GF,SSD,119.2,2613,4735,,,,2015,14
Hyundai 240GB SSD,SSD,223.6,2611,4736,38.99,66.98,0.17,2016,4
SAMSUNG MZNTD512HAGL-00000,SSD,476.9,2611,4737,,,,2013,8
MD300,SSD,59,2611,4738,,,,2017,7
JAMESDONKEY JD240 240GB,SSD,223.6,2609,4739,,,,2019,16
KINGSTON SV300S37A240G,SSD,447.1,2609,4740,,,,2016,6
V-Color VSS100 Series,SSD,118,2608,4741,,,,2016,36
SAMSUNG MZMTD512HAGL-000,SSD,476.9,2606,4742,,,,2013,12
SAMSUNG MZMTD256HAGM-000MV,SSD,238.5,2605,4743,,,,2014,30
Mushkin ECO2 120GB MKNSSDEC120GB,SSD,111.8,2605,4744,,,,2015,4
SAM SUNG SSD PM851 120GB,SSD,111.8,2604,4745,,,,2019,1
Teclast 128GB NS550-2242,SSD,119.2,2602,4746,,,,2018,7
Intel SSD E 5410s 120GB,SSD,111.8,2602,4747,,,,2017,1
Intenso SSD,SSD,238.5,2601,4748,,,,2018,5
SSD2SC240G3LC726B104-267P,SSD,223.6,2601,4749,,,,2014,5
RevuAhn_ 850X1S128GB,SSD,119.2,2601,4750,,,,2015,24
SSDPR-CX300-120,SSD,111.8,2600,4751,,,,2018,12
2-Power SSD2043A 480GB,SSD,447.1,2598,4752,,,,2020,6
IEI Tech Corp.IFD-2530ISMD-128GB-R20,SSD,115.5,2598,4753,,,,2017,1
Derler T1 120GB,SSD,111.8,2598,4754,,,,2016,1
SSD2SC120G5LC726B104-298,SSD,111.8,2596,4755,,,,2014,22
Plextor M5 Pro 128GB PX-128M5P,SSD,119.2,2596,4756,124.99,20.77,1.05,2012,5
ADATA SSD S510 120GB,SSD,111.8,2593,4757,,,,2014,17
OCZ-TRION100,SSD,111.8,2592,4758,,,,2015,27
SSD 720GB,SSD,670.7,2590,4759,109.99,23.55,0.16,2020,10
DOGFISH SSD 240GB,SSD,223.6,2590,4760,35.99,71.95,0.16,2018,7
AFOX SSD 128GB,SSD,119.2,2589,4761,,,,2017,1
RTOTJ128VGD2EYX,SSD,119.2,2588,4762,,,,2019,22
Apacer AS350 120GB,SSD,111.8,2588,4763,,,,2017,25
SPCC Solid State Diss,SSD,111.8,2586,4764,,,,2014,41
Teclast 128GB NS550-2280,SSD,119.2,2585,4765,,,,2018,2
HP SSD S700 250G,SSD,231.9,2585,4766,,,,2019,5
AFOX SSD 256GB,SSD,223.6,2585,4767,,,,2016,4
Micron M500 mSATA 240GB MTFDDAT240MAV,SSD,223.6,2585,4768,,,,2015,1
King-Pow King-Power 128GB,SSD,118,2583,4769,,,,2014,1
PNY CS1211 480GB SSD,SSD,447.1,2583,4770,,,,2015,2
ESA3SMD2HTGT120GB,SSD,111.8,2581,4771,,,,2015,15
ASP600S7-256GM-B,SSD,238.5,2581,4772,,,,2014,33
KINGSTON RBU-SNS8152S3256GF,SSD,238.5,2581,4773,,,,2015,31
SAMSUNG MZ7TD256HAFV-000,SSD,238.5,2581,4774,,,,2013,8
PIONEER APS-SL2 Series,SSD,223.6,2581,4775,,,,2018,6
KINGSTON SHSS37A,SSD,447.1,2579,4776,,,,2015,10
WDS120G2G0A-00JH30,SSD,111.8,2578,4777,,,,2020,5
TCSUNBOW X3 480GB,SSD,447.1,2578,4778,,,,2018,9
SanDisk X110 M.2 2260 64GB,SSD,59.6,2578,4779,,,,2014,2
SanDisk SD5SB2128G1010E,SSD,119.2,2578,4780,,,,2012,11
SSD Smar tbuy 120GB,SSD,111.8,2575,4781,,,,2014,10
OCZ AGILITY 3 512GB,SSD,476.9,2573,4782,,,,2013,16
ADATA S511 60GB,SSD,55.9,2572,4783,,,,2011,4
SAMSUNG MZMTE256HMHP-00005,SSD,238.5,2571,4784,,,,2016,14
SAMSUNG SSD PM851 M.2 2280 128GB,SSD,119.2,2570,4785,,,,2014,7
Corsair Neutron SSD,SSD,223.6,2570,4786,800.33,3.21,3.58,2013,6
PH4-CE120,SSD,111.8,2568,4787,,,,2016,43
LITEON IT SCS-128L9S,SSD,119.2,2567,4788,,,,2015,38
SSD2SC120GN1DA16T-T,SSD,111.8,2566,4789,,,,2015,6
VisionTek mSATA 60GB,SSD,55.9,2564,4790,57.87,44.31,1.04,2013,3
JAMES DONKEY JD120 120GB,SSD,111.8,2563,4791,,,,2019,2
ESA3SMD2HTGB120GB,SSD,111.8,2562,4792,,,,2015,7
SSD 960GB,SSD,894.3,2562,4793,,,,2019,5
M4-CT512M4SSD1,SSD,476.9,2561,4794,,,,2012,84
Ramsta SSD S800 240GB,SSD,223.6,2558,4795,,,,2019,28
KINGSTON SVP200S3240G,SSD,223.6,2556,4796,,,,2012,96
Patriot Pyro M3 240GB SSD,SSD,223.6,2556,4797,,,,2014,6
MGTEC,SSD,223.6,2556,4798,,,,2019,6
Smartbuy SSD 256GB,SSD,238.5,2556,4799,,,,2021,4
Ramsta SSD S800 120GB,SSD,111.8,2553,4800,,,,2020,19
SMI DISK,SSD,118,2553,4801,94.99,26.88,0.81,2015,6
